 2,        0 , 479127377
 2,        1 , 363371363
 2,        2 , 256521536
 2,        3 , 682624584
 2,        4 , 1961057758
 3,        5 , 65263200
 3,        6 , 1115184606
 3,        7 , 1282871315
 3,        8 , 1514193941
 3,        9 , 389645494
 1,       10 , 1487949016
 1,       11 , 749036962
 1,       12 , 1651355201
 1,       13 , 1180777182
 1,       14 , 1551010886
 2,       15 , 355775835
 2,       16 , 1222776966
 2,       17 , 313756268
 2,       18 , 1251786939
 2,       19 , 318263961
 3,       20 , 702995432
 3,       21 , 329191847
 3,       22 , 367880079
 3,       23 , 1663144108
 3,       24 , 397826200
 1,       25 , 849095603
 1,       26 , 1415648529
 1,       27 , 1027565142
 1,       28 , 472318100
 1,       29 , 360405362
