 2,        0 , 604402638
 2,        1 , 1653890804
 2,        2 , 494284386
 2,        3 , 1704452891
 2,        4 , 2117569878
 2,        5 , 737645197
 2,        6 , 1841408602
 2,        7 , 2019099622
 2,        8 , 1778161089
 2,        9 , 1522973474
 2,       10 , 1604286847
 2,       11 , 1546195187
 2,       12 , 2022455950
 2,       13 , 1880699407
 2,       14 , 1346210233
 2,       15 , 2045623606
 2,       16 , 2037537895
 2,       17 , 226793929
 2,       18 , 623506455
 2,       19 , 931740522
 2,       20 , 261349162
 2,       21 , 1390215296
 2,       22 , 1911967137
 2,       23 , 507902632
 2,       24 , 1960194879
 2,       25 , 383617429
 2,       26 , 2059889154
 2,       27 , 1663034628
 2,       28 , 991000180
 2,       29 , 560196158
 2,       30 , 881711074
 2,       31 , 1595402819
 2,       32 , 66603315
 2,       33 , 1375995460
 2,       34 , 1152372062
 2,       35 , 36689545
 2,       36 , 2113640657
 2,       37 , 846297016
 2,       38 , 2055789167
 2,       39 , 1744318099
 2,       40 , 221786842
 2,       41 , 1512592367
 2,       42 , 1143029638
 2,       43 , 96759145
 2,       44 , 1245808126
 2,       45 , 341756224
 2,       46 , 2142382751
 2,       47 , 1135862373
 2,       48 , 568550153
 2,       49 , 618405558
 3,       50 , 1864039121
 3,       51 , 966014619
 3,       52 , 523183198
 3,       53 , 259791509
 3,       54 , 743008526
 3,       55 , 1629076218
 3,       56 , 1863885326
 3,       57 ,  6313079
 3,       58 , 1382997660
 3,       59 , 1310101039
 3,       60 , 1819208485
 3,       61 , 1565938991
 3,       62 , 1849706759
 3,       63 , 102822375
 3,       64 , 1552548900
 3,       65 , 1162824187
 3,       66 , 656550236
 3,       67 , 1424145198
 3,       68 , 1775656161
 3,       69 , 1140933303
 3,       70 , 1856078982
 3,       71 , 1905715080
 3,       72 , 70678365
 3,       73 , 373781609
 3,       74 , 1133848431
 3,       75 , 1145343387
 3,       76 , 356170185
 3,       77 , 890718978
 3,       78 , 672563731
 3,       79 , 2053487809
 3,       80 , 728105563
 3,       81 , 389119205
 3,       82 , 872018780
 3,       83 , 1251288761
 3,       84 , 648910714
 3,       85 , 1615027307
 3,       86 , 732881331
 3,       87 , 365312392
 3,       88 , 1621340386
 3,       89 , 2115878991
 3,       90 , 1675413432
 3,       91 , 1293065223
 3,       92 , 1534334335
 3,       93 , 1377636543
 3,       94 , 1395887598
 3,       95 , 939399587
 3,       96 , 392977082
 3,       97 , 2052437834
 3,       98 , 216061137
 3,       99 , 21149596
 1,      100 , 1059200738
 1,      101 , 984586909
 1,      102 , 359203522
 1,      103 , 541093625
 1,      104 , 1944666850
 1,      105 , 480055942
 1,      106 , 1225616818
 1,      107 , 1185968352
 1,      108 , 166329165
 1,      109 , 1707423440
 1,      110 , 39706998
 1,      111 , 1455235969
 1,      112 , 177261399
 1,      113 , 1447804591
 1,      114 , 150189747
 1,      115 , 397785696
 1,      116 , 1044888136
 1,      117 , 482606486
 1,      118 , 2101643816
 1,      119 , 1025020613
 1,      120 , 517912336
 1,      121 , 170979465
 1,      122 , 1379337134
 1,      123 , 2042575399
 1,      124 , 228183959
 1,      125 , 50401490
 1,      126 , 2095739433
 1,      127 , 474910364
 1,      128 , 1004064765
 1,      129 , 1317974975
 1,      130 , 965749116
 1,      131 , 2063265504
 1,      132 , 155078236
 1,      133 , 1324952638
 1,      134 , 456875481
 1,      135 , 2099745086
 1,      136 , 1805008580
 1,      137 , 1682492300
 1,      138 , 1138229790
 1,      139 , 1971337745
 1,      140 , 1242432092
 1,      141 , 1177936788
 1,      142 , 1279090067
 1,      143 , 1419693492
 1,      144 , 478257731
 1,      145 , 1429279814
 1,      146 , 1817479188
 1,      147 , 1523145867
 1,      148 , 1911886300
 1,      149 , 1771639356
 2,      150 , 1851714342
 2,      151 , 600054255
 2,      152 , 954737565
 2,      153 ,  6676084
 2,      154 , 502987458
 2,      155 , 805958938
 2,      156 , 1351311101
 2,      157 , 941103766
 2,      158 , 2055171724
 2,      159 , 648566664
 2,      160 , 1151055268
 2,      161 , 1859118838
 2,      162 , 682659088
 2,      163 , 1902271160
 2,      164 , 1694654356
 2,      165 , 1287868316
 2,      166 , 467769758
 2,      167 , 1274617518
 2,      168 , 1170539913
 2,      169 , 224190506
 2,      170 , 1275428167
 2,      171 , 1243679426
 2,      172 , 2067502785
 2,      173 , 1866474042
 2,      174 , 617420281
 2,      175 , 465438247
 2,      176 , 1234397165
 2,      177 , 167804989
 2,      178 , 1553309780
 2,      179 , 1168236735
 2,      180 , 1730718316
 2,      181 , 1257540475
 2,      182 , 1768290990
 2,      183 , 537972234
 2,      184 , 1264216559
 2,      185 , 123794801
 2,      186 , 1343931172
 2,      187 , 468044012
 2,      188 , 1064898567
 2,      189 , 1251619248
 2,      190 , 1116610676
 2,      191 , 68470187
 2,      192 , 963254438
 2,      193 , 1799269764
 2,      194 , 1970741348
 2,      195 , 510425147
 2,      196 , 939654432
 2,      197 , 291027458
 2,      198 , 1785042665
 2,      199 , 2110194345
 3,      200 , 1486333020
 3,      201 , 1457745917
 3,      202 , 1836354525
 3,      203 , 1510090404
 3,      204 , 419522711
 3,      205 , 1952951671
 3,      206 , 1555178802
 3,      207 , 1433721681
 3,      208 , 2082766605
 3,      209 , 1243126746
 3,      210 , 181806223
 3,      211 , 1627504253
 3,      212 , 1650889127
 3,      213 , 372252772
 3,      214 , 431869598
 3,      215 , 1916054764
 3,      216 , 1076905704
 3,      217 , 973899320
 3,      218 , 1758361660
 3,      219 , 1215596781
 3,      220 , 1493288622
 3,      221 , 999310180
 3,      222 , 1280131619
 3,      223 , 1234772847
 3,      224 , 477663829
 3,      225 , 1702708463
 3,      226 , 1789518872
 3,      227 , 722420571
 3,      228 , 1440398084
 3,      229 , 2015215159
 3,      230 , 1671671630
 3,      231 , 779247456
 3,      232 , 1325477428
 3,      233 , 1360542507
 3,      234 , 141854213
 3,      235 , 1745000140
 3,      236 , 1166010530
